"Distance","mean","sd","max_val","max_att","min_val","min_att","Attributes"
"0.0","0.0","0.0","0.0","_-3.037772=*_class=6","0.0","_-3.037772=*_class=6","_-3.037772","6"
"0.0","0.0","0.0","0.0","_1.765738=*_class=6","0.0","_1.765738=*_class=6","_1.765738","6"
"0.0","0.0","0.0","0.0","_-1.058061=*_class=6","0.0","_-1.058061=*_class=6","_-1.058061","6"
"0.0","0.0","0.0","0.0","_-0.426662=*_class=6","0.0","_-0.426662=*_class=6","_-0.426662","6"
"0.0","0.0","0.0","0.0","_-0.809953=*_class=6","0.0","_-0.809953=*_class=6","_-0.809953","6"
"0.0","0.0","0.0","0.0","_-0.361030=*_class=6","0.0","_-0.361030=*_class=6","_-0.361030","6"
"0.0","0.0","0.0","0.0","_2.680623=*_class=6","0.0","_2.680623=*_class=6","_2.680623","6"
"0.0","0.0","0.0","0.0","_0.334017=*_class=6","0.0","_0.334017=*_class=6","_0.334017","6"
"0.0","0.0","0.0","0.0","_0.474520=*_class=6","0.0","_0.474520=*_class=6","_0.474520","6"
"0.0","0.0","0.0","0.0","_0.246473=*_class=6","0.0","_0.246473=*_class=6","_0.246473","6"
"0.0","0.0","0.0","0.0","_-0.944425=*_class=6","0.0","_-0.944425=*_class=6","_-0.944425","6"
"0.0","0.0","0.0","0.0","_0.223703=*_class=6","0.0","_0.223703=*_class=6","_0.223703","6"
"0.0","0.0","0.0","0.0","_0.841862=*_class=6","0.0","_0.841862=*_class=6","_0.841862","6"
"0.0","0.0","0.0","0.0","_3128.848900=*_class=6","0.0","_3128.848900=*_class=6","_3128.848900","6"
"0.0","0.0","0.0","0.0","_-1.728611=*_class=6","0.0","_-1.728611=*_class=6","_-1.728611","6"
"0.0","0.0","0.0","0.0","_-0.550743=*_class=6","0.0","_-0.550743=*_class=6","_-0.550743","6"
"0.0","0.0","0.0","0.0","_0.723993=*_class=6","0.0","_0.723993=*_class=6","_0.723993","6"
"0.0","0.0","0.0","0.0","_0.430440=*_class=6","0.0","_0.430440=*_class=6","_0.430440","6"
"0.0","0.0","0.0","0.0","_-0.416382=*_class=6","0.0","_-0.416382=*_class=6","_-0.416382","6"
"0.0","0.0","0.0","0.0","_0.399746=*_class=6","0.0","_0.399746=*_class=6","_0.399746","6"
